customer_id,customer_name,customer_segment,order_id,order_date,order_year,order_month,month_name,month-year,order_day,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_year,shipping_month,shipping_day,shipping_mode,order_details_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_id,product_name,product_category,product_subcategory,product_manufacturer
770,Tracy Zic,Consumer,CA-2018-101665,11/25/2018,2018,11,Nov,Nov-2018,25,San Francisco,California,West,United States,94122,12/1/2018,2018,12,1,Standard Class,5677,2,0,1,0.26,5,521,DIXON Oriole Pencils,Office Supplies,Art,Dixon
688,Sean O'Donnell,Consumer,CA-2018-101700,4/23/2018,2018,4,Apr,Apr-2018,23,Greeley,Colorado,West,United States,80634,4/26/2018,2018,4,26,First Class,5678,3,0.2,3,0.29,12,578,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,Eldon
688,Sean O'Donnell,Consumer,CA-2018-101700,4/23/2018,2018,4,Apr,Apr-2018,23,Greeley,Colorado,West,United States,80634,4/26/2018,2018,4,26,First Class,5679,2,0.2,7,0.38,19,1501,Staple envelope,Office Supplies,Envelopes,Staple envelope
704,Sonia Cooley,Consumer,CA-2018-101728,8/19/2018,2018,8,Aug,Aug-2018,19,Chicago,Illinois,Central,United States,60653,8/23/2018,2018,8,23,Standard Class,5680,2,0.8,-4,-1.7,2,327,Binder Posts,Office Supplies,Binders,Other
3,Aaron Smayling,Corporate,CA-2018-101749,10/3/2018,2018,10,Oct,Oct-2018,3,Pasadena,California,West,United States,91104,10/8/2018,2018,10,8,Standard Class,5681,3,0.2,-6,-0.04,171,980,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,Lesro
545,Mike Vittorini,Consumer,CA-2018-101798,12/11/2018,2018,12,Dec,Dec-2018,11,New York City,New York,East,United States,10009,12/15/2018,2018,12,15,Standard Class,5682,4,0.2,8,0.34,23,134,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,Angle-D
545,Mike Vittorini,Consumer,CA-2018-101798,12/11/2018,2018,12,Dec,Dec-2018,11,New York City,New York,East,United States,10009,12/15/2018,2018,12,15,Standard Class,5683,2,0,14,0.34,40,1019,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,Logitech
664,Sally Hughsby,Corporate,CA-2018-101805,12/1/2018,2018,12,Dec,Dec-2018,1,Seattle,Washington,West,United States,98105,12/6/2018,2018,12,6,Standard Class,5684,5,0.2,5,0.34,16,902,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,Ibico
664,Sally Hughsby,Corporate,CA-2018-101805,12/1/2018,2018,12,Dec,Dec-2018,1,Seattle,Washington,West,United States,98105,12/6/2018,2018,12,6,Standard Class,5685,12,0,31,0.44,71,592,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon
664,Sally Hughsby,Corporate,CA-2018-101805,12/1/2018,2018,12,Dec,Dec-2018,1,Seattle,Washington,West,United States,98105,12/6/2018,2018,12,6,Standard Class,5686,4,0,5,0.01,541,1560,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,Tennsco
313,Greg Tran,Consumer,CA-2018-101945,11/24/2018,2018,11,Nov,Nov-2018,24,Houston,Texas,Central,United States,77070,11/28/2018,2018,11,28,Standard Class,5687,3,0.2,3,0.24,11,115,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,Advantus
243,Duane Benoit,Consumer,CA-2018-101959,2/28/2018,2018,2,Feb,Feb-2018,28,Middletown,Connecticut,East,United States,6457,3/6/2018,2018,3,6,Standard Class,5688,1,0,4,0.45,8,1476,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,Southworth
243,Duane Benoit,Consumer,CA-2018-101959,2/28/2018,2018,2,Feb,Feb-2018,28,Middletown,Connecticut,East,United States,6457,3/6/2018,2018,3,6,Standard Class,5689,2,0,5,0.48,10,1316,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,Pressboard
260,Emily Phan,Consumer,CA-2018-102099,12/18/2018,2018,12,Dec,Dec-2018,18,Los Angeles,California,West,United States,90008,12/19/2018,2018,12,19,First Class,5690,3,0,2,0.27,7,1142,Newell 327,Office Supplies,Art,Newell
260,Emily Phan,Consumer,CA-2018-102099,12/18/2018,2018,12,Dec,Dec-2018,18,Los Angeles,California,West,United States,90008,12/19/2018,2018,12,19,First Class,5691,2,0,6,0.48,13,1796,Xerox 1996,Office Supplies,Paper,Xerox
260,Emily Phan,Consumer,CA-2018-102099,12/18/2018,2018,12,Dec,Dec-2018,18,Los Angeles,California,West,United States,90008,12/19/2018,2018,12,19,First Class,5692,5,0,16,0.48,32,1817,Xerox 213,Office Supplies,Paper,Xerox
634,Rick Reed,Corporate,CA-2018-102155,7/13/2018,2018,7,Jul,Jul-2018,13,Overland Park,Kansas,Central,United States,66212,7/17/2018,2018,7,17,Standard Class,5693,2,0,6,0.46,14,1524,Strathmore Photo Mount Cards,Office Supplies,Paper,Strathmore
634,Rick Reed,Corporate,CA-2018-102155,7/13/2018,2018,7,Jul,Jul-2018,13,Overland Park,Kansas,Central,United States,66212,7/17/2018,2018,7,17,Standard Class,5694,2,0,94,0.26,360,1498,Standard Rollaway File with Lock,Office Supplies,Storage,Standard
209,David Kendrick,Corporate,CA-2018-102197,12/20/2018,2018,12,Dec,Dec-2018,20,New York City,New York,East,United States,10009,12/26/2018,2018,12,26,Standard Class,5695,3,0,17,0.49,34,1669,Xerox 188,Office Supplies,Paper,Xerox
209,David Kendrick,Corporate,CA-2018-102197,12/20/2018,2018,12,Dec,Dec-2018,20,New York City,New York,East,United States,10009,12/26/2018,2018,12,26,Standard Class,5696,3,0.2,18,0.35,50,700,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,GBC
209,David Kendrick,Corporate,CA-2018-102197,12/20/2018,2018,12,Dec,Dec-2018,20,New York City,New York,East,United States,10009,12/26/2018,2018,12,26,Standard Class,5697,5,0,137,0.49,280,1700,Xerox 1908,Office Supplies,Paper,Xerox
133,Caroline Jumper,Consumer,CA-2018-102204,5/1/2018,2018,5,May,May-2018,1,Jacksonville,Florida,South,United States,32216,5/6/2018,2018,5,6,Standard Class,5698,2,0.2,0,0.13,3,971,Kleencut Forged Office Shears by Acme United Corporation,Office Supplies,Supplies,Other
133,Caroline Jumper,Consumer,CA-2018-102204,5/1/2018,2018,5,May,May-2018,1,Jacksonville,Florida,South,United States,32216,5/6/2018,2018,5,6,Standard Class,5699,4,0.45,-458,-0.49,933,377,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,Bush
133,Caroline Jumper,Consumer,CA-2018-102204,5/1/2018,2018,5,May,May-2018,1,Jacksonville,Florida,South,United States,32216,5/6/2018,2018,5,6,Standard Class,5700,5,0.2,0,0,2804,828,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,Hon
480,Luke Weiss,Consumer,CA-2018-102218,9/2/2018,2018,9,Sep,Sep-2018,2,Fort Collins,Colorado,West,United States,80525,9/4/2018,2018,9,4,Second Class,5701,2,0.2,4,0.34,12,230,Avery 519,Office Supplies,Labels,Avery
719,Stuart Calhoun,Consumer,CA-2018-102267,11/30/2018,2018,11,Nov,Nov-2018,30,Edinburg,Texas,Central,United States,78539,12/4/2018,2018,12,4,Standard Class,5702,2,0.2,1,0.35,2,326,Binder Clips by OIC,Office Supplies,Fasteners,OIC
242,Doug O'Connell,Consumer,CA-2018-102309,9/23/2018,2018,9,Sep,Sep-2018,23,Pine Bluff,Arkansas,South,United States,71603,9/25/2018,2018,9,25,Second Class,5703,2,0,6,0.48,13,1830,Xerox 225,Office Supplies,Paper,Xerox
242,Doug O'Connell,Consumer,CA-2018-102309,9/23/2018,2018,9,Sep,Sep-2018,23,Pine Bluff,Arkansas,South,United States,71603,9/25/2018,2018,9,25,Second Class,5704,5,0,64,0.32,200,1097,Microsoft Wireless Mobile Mouse 4000,Technology,Accessories,Microsoft
698,Shirley Daniels,Home Office,CA-2018-102337,6/13/2018,2018,6,Jun,Jun-2018,13,Chicago,Illinois,Central,United States,60653,6/16/2018,2018,6,16,First Class,5705,2,0.2,6,0.13,48,1232,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,OtterBox
698,Shirley Daniels,Home Office,CA-2018-102337,6/13/2018,2018,6,Jun,Jun-2018,13,Chicago,Illinois,Central,United States,60653,6/16/2018,2018,6,16,First Class,5706,4,0.2,-39,-0.24,165,284,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,Belkin
698,Shirley Daniels,Home Office,CA-2018-102337,6/13/2018,2018,6,Jun,Jun-2018,13,Chicago,Illinois,Central,United States,60653,6/16/2018,2018,6,16,First Class,5707,7,0.3,-87,-0.19,470,768,Global Super Steno Chair,Furniture,Chairs,Global
103,Brenda Bowman,Corporate,CA-2018-102379,12/2/2018,2018,12,Dec,Dec-2018,2,Oakland,California,West,United States,94601,12/6/2018,2018,12,6,Standard Class,5708,1,0.2,-8,-0.2,40,138,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,Anker
103,Brenda Bowman,Corporate,CA-2018-102379,12/2/2018,2018,12,Dec,Dec-2018,2,Oakland,California,West,United States,94601,12/6/2018,2018,12,6,Standard Class,5709,5,0,45,0.25,180,1238,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,Panasonic
103,Brenda Bowman,Corporate,CA-2018-102379,12/2/2018,2018,12,Dec,Dec-2018,2,Oakland,California,West,United States,94601,12/6/2018,2018,12,6,Standard Class,5710,9,0.2,43,0.04,1159,1210,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,Office Star
29,Alyssa Tate,Home Office,CA-2018-102407,12/9/2018,2018,12,Dec,Dec-2018,9,Los Angeles,California,West,United States,90004,12/13/2018,2018,12,13,Second Class,5711,2,0,3,0.25,11,1128,Newell 314,Office Supplies,Art,Newell
29,Alyssa Tate,Home Office,CA-2018-102407,12/9/2018,2018,12,Dec,Dec-2018,9,Los Angeles,California,West,United States,90004,12/13/2018,2018,12,13,Second Class,5712,1,0,68,0.36,189,793,Harmony Air Purifier,Office Supplies,Appliances,Harmony
29,Alyssa Tate,Home Office,CA-2018-102407,12/9/2018,2018,12,Dec,Dec-2018,9,Los Angeles,California,West,United States,90004,12/13/2018,2018,12,13,Second Class,5713,9,0.2,22,0.03,896,310,Bevis 36 x 72 Conference Tables,Furniture,Tables,Bevis
397,Joseph Airdo,Consumer,CA-2018-102414,5/15/2018,2018,5,May,May-2018,15,Phoenix,Arizona,West,United States,85023,5/18/2018,2018,5,18,Second Class,5714,2,0.7,-3,-0.67,5,240,Avery Durable Slant Ring Binders,Office Supplies,Binders,Avery
397,Joseph Airdo,Consumer,CA-2018-102414,5/15/2018,2018,5,May,May-2018,15,Phoenix,Arizona,West,United States,85023,5/18/2018,2018,5,18,Second Class,5715,3,0.2,6,0.36,16,1599,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,Paper,Universal
397,Joseph Airdo,Consumer,CA-2018-102414,5/15/2018,2018,5,May,May-2018,15,Phoenix,Arizona,West,United States,85023,5/18/2018,2018,5,18,Second Class,5716,1,0.2,3,0.09,30,1001,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech
110,Brian Moss,Corporate,CA-2018-102519,11/27/2018,2018,11,Nov,Nov-2018,27,Milwaukee,Wisconsin,Central,United States,53209,11/29/2018,2018,11,29,First Class,5717,1,0,19,0.41,47,874,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,Howard Miller
110,Brian Moss,Corporate,CA-2018-102519,11/27/2018,2018,11,Nov,Nov-2018,27,Milwaukee,Wisconsin,Central,United States,53209,11/29/2018,2018,11,29,First Class,5718,9,0,56,0.39,144,1081,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,Memorex
446,Kristina Nunn,Home Office,CA-2018-102554,6/11/2018,2018,6,Jun,Jun-2018,11,Auburn,Alabama,South,United States,36830,6/15/2018,2018,6,15,Standard Class,5719,2,0,1,0.29,4,1215,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,Other
150,Christina Anderson,Consumer,CA-2018-102610,11/4/2018,2018,11,Nov,Nov-2018,4,Chattanooga,Tennessee,South,United States,37421,11/8/2018,2018,11,8,Standard Class,5720,2,0.7,-3,-0.83,4,1519,Storex Dura Pro Binders,Office Supplies,Binders,Storex
150,Christina Anderson,Consumer,CA-2018-102610,11/4/2018,2018,11,Nov,Nov-2018,4,Chattanooga,Tennessee,South,United States,37421,11/8/2018,2018,11,8,Standard Class,5721,2,0.2,2,0.35,5,189,Avery 481,Office Supplies,Labels,Avery
150,Christina Anderson,Consumer,CA-2018-102610,11/4/2018,2018,11,Nov,Nov-2018,4,Chattanooga,Tennessee,South,United States,37421,11/8/2018,2018,11,8,Standard Class,5722,3,0.2,16,0.16,96,1020,Logitech M510 Wireless Mouse,Technology,Accessories,Logitech
150,Christina Anderson,Consumer,CA-2018-102610,11/4/2018,2018,11,Nov,Nov-2018,4,Chattanooga,Tennessee,South,United States,37421,11/8/2018,2018,11,8,Standard Class,5723,9,0.2,-32,-0.23,144,933,iOttie XL Car Mount,Technology,Phones,iOttie
480,Luke Weiss,Consumer,CA-2018-102659,12/9/2018,2018,12,Dec,Dec-2018,9,Grand Rapids,Michigan,Central,United States,49505,12/15/2018,2018,12,15,Standard Class,5724,5,0,27,0.49,55,690,GBC Imprintable Covers,Office Supplies,Binders,GBC
81,Benjamin Farhat,Home Office,CA-2018-102729,10/26/2018,2018,10,Oct,Oct-2018,26,Dallas,Texas,Central,United States,75217,10/31/2018,2018,10,31,Standard Class,5725,2,0.2,6,0.1,56,1110,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,Other
472,Liz Preis,Consumer,CA-2018-102736,9/5/2018,2018,9,Sep,Sep-2018,5,Knoxville,Tennessee,South,United States,37918,9/9/2018,2018,9,9,Standard Class,5726,3,0.2,5,0.35,16,1825,Xerox 220,Office Supplies,Paper,Xerox
472,Liz Preis,Consumer,CA-2018-102736,9/5/2018,2018,9,Sep,Sep-2018,5,Knoxville,Tennessee,South,United States,37918,9/9/2018,2018,9,9,Standard Class,5727,5,0.2,7,0.1,72,1102,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,Other
472,Liz Preis,Consumer,CA-2018-102736,9/5/2018,2018,9,Sep,Sep-2018,5,Knoxville,Tennessee,South,United States,37918,9/9/2018,2018,9,9,Standard Class,5728,4,0.2,-1,-0.01,90,1068,Maxell LTO Ultrium - 800 GB,Technology,Accessories,Maxell
312,Greg Maxwell,Corporate,CA-2018-102750,9/4/2018,2018,9,Sep,Sep-2018,4,Los Angeles,California,West,United States,90036,9/8/2018,2018,9,8,Second Class,5729,3,0.2,-99,-0.08,1322,426,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,Chromcraft
228,Denny Ordway,Consumer,CA-2018-102771,3/31/2018,2018,3,Mar,Mar-2018,31,New York City,New York,East,United States,10035,4/5/2018,2018,4,5,Standard Class,5730,5,0,22,0.26,85,1488,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,Other
129,Carlos Soltero,Consumer,CA-2018-102820,5/7/2018,2018,5,May,May-2018,7,Pasadena,California,West,United States,91104,5/11/2018,2018,5,11,Standard Class,5731,7,0.2,52,0.13,420,342,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Technology,Phones,Other
465,Lindsay Williams,Corporate,CA-2018-102834,3/9/2018,2018,3,Mar,Mar-2018,9,San Francisco,California,West,United States,94110,3/13/2018,2018,3,13,Standard Class,5732,2,0,70,0.35,200,1031,Logitech Wireless Headset h800,Technology,Accessories,Logitech
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5733,1,0.2,4,0.33,11,264,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,Avery
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5734,2,0,6,0.48,13,1805,Xerox 202,Office Supplies,Paper,Xerox
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5735,2,0,4,0.04,100,138,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,Anker
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5736,5,0,39,0.38,101,416,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,Other
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5737,2,0,53,0.48,111,539,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,Other
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5738,2,0.1,24,0.19,128,791,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,Other
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5739,6,0.2,56,0.34,165,702,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,GBC
151,Christina DeMoss,Consumer,CA-2018-102925,11/5/2018,2018,11,Nov,Nov-2018,5,New York City,New York,East,United States,10024,11/10/2018,2018,11,10,Second Class,5740,2,0.4,-67,-0.4,167,279,Balt Split Level Computer Training Table,Furniture,Tables,Balt
780,Victor Preis,Home Office,CA-2018-102946,6/30/2018,2018,6,Jun,Jun-2018,30,Las Vegas,Nevada,West,United States,89115,7/5/2018,2018,7,5,Standard Class,5741,3,0.2,26,0.34,76,1585,Tuf-Vin Binders,Office Supplies,Binders,Other
525,Michael Granlund,Home Office,CA-2018-102967,9/22/2018,2018,9,Sep,Sep-2018,22,Concord,New Hampshire,East,United States,3301,9/26/2018,2018,9,26,Standard Class,5742,5,0,18,0.26,67,1545,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,Tenex
206,Dave Poirier,Corporate,CA-2018-102974,9/19/2018,2018,9,Sep,Sep-2018,19,Los Angeles,California,West,United States,90032,9/24/2018,2018,9,24,Standard Class,5743,3,0,5,0.29,17,1145,Newell 33,Office Supplies,Art,Newell
206,Dave Poirier,Corporate,CA-2018-102974,9/19/2018,2018,9,Sep,Sep-2018,19,Los Angeles,California,West,United States,90032,9/24/2018,2018,9,24,Standard Class,5744,2,0,6,0.26,23,349,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,Boston
206,Dave Poirier,Corporate,CA-2018-102974,9/19/2018,2018,9,Sep,Sep-2018,19,Los Angeles,California,West,United States,90032,9/24/2018,2018,9,24,Standard Class,5745,5,0,31,0.21,150,1094,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,Microsoft
588,Patrick Jones,Corporate,CA-2018-103009,11/3/2018,2018,11,Nov,Nov-2018,3,Richmond,Kentucky,South,United States,40475,11/5/2018,2018,11,5,Second Class,5746,5,0,12,0.45,26,1760,Xerox 1963,Office Supplies,Paper,Xerox
605,Pete Takahito,Consumer,CA-2018-103065,10/20/2018,2018,10,Oct,Oct-2018,20,Jacksonville,Florida,South,United States,32216,10/20/2018,2018,10,20,Same Day,5747,2,0.2,1,0.25,4,1305,Prang Drawing Pencil Set,Office Supplies,Art,Prang
605,Pete Takahito,Consumer,CA-2018-103065,10/20/2018,2018,10,Oct,Oct-2018,20,Jacksonville,Florida,South,United States,32216,10/20/2018,2018,10,20,Same Day,5748,2,0.2,-1,-0.16,5,1666,Woodgrain Magazine Files by Perma,Office Supplies,Storage,Other
605,Pete Takahito,Consumer,CA-2018-103065,10/20/2018,2018,10,Oct,Oct-2018,20,Jacksonville,Florida,South,United States,32216,10/20/2018,2018,10,20,Same Day,5749,1,0.2,3,0.38,7,1347,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,REDIFORM
605,Pete Takahito,Consumer,CA-2018-103065,10/20/2018,2018,10,Oct,Oct-2018,20,Jacksonville,Florida,South,United States,32216,10/20/2018,2018,10,20,Same Day,5750,4,0.2,6,0.14,44,500,DAX Wood Document Frame.,Furniture,Furnishings,DAX
732,Tamara Dahlen,Consumer,CA-2018-103156,11/23/2018,2018,11,Nov,Nov-2018,23,Philadelphia,Pennsylvania,East,United States,19120,11/24/2018,2018,11,24,First Class,5751,9,0.2,7,0.3,24,1220,OIC Stacking Trays,Furniture,Furnishings,OIC
534,Michelle Huthwaite,Consumer,CA-2018-103212,10/13/2018,2018,10,Oct,Oct-2018,13,Lafayette,Louisiana,South,United States,70506,10/14/2018,2018,10,14,First Class,5752,3,0,5,0.47,11,231,Avery 52,Office Supplies,Labels,Avery
534,Michelle Huthwaite,Consumer,CA-2018-103212,10/13/2018,2018,10,Oct,Oct-2018,13,Lafayette,Louisiana,South,United States,70506,10/14/2018,2018,10,14,First Class,5753,4,0,12,0.48,26,1837,Xerox 231,Office Supplies,Paper,Xerox
534,Michelle Huthwaite,Consumer,CA-2018-103212,10/13/2018,2018,10,Oct,Oct-2018,13,Lafayette,Louisiana,South,United States,70506,10/14/2018,2018,10,14,First Class,5754,4,0,346,0.23,1505,370,Bretford Rectangular Conference Table Tops,Furniture,Tables,Bretford
625,Resi Pölking,Consumer,CA-2018-103352,11/27/2018,2018,11,Nov,Nov-2018,27,New York City,New York,East,United States,10011,11/30/2018,2018,11,30,Second Class,5755,3,0,2,0.29,7,126,American Pencil,Office Supplies,Art,Other
625,Resi Pölking,Consumer,CA-2018-103352,11/27/2018,2018,11,Nov,Nov-2018,27,New York City,New York,East,United States,10011,11/30/2018,2018,11,30,Second Class,5756,6,0.2,36,0.34,107,244,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,Avery
67,Barry Franz,Home Office,CA-2018-103380,11/21/2018,2018,11,Nov,Nov-2018,21,Pasadena,California,West,United States,91104,11/25/2018,2018,11,25,Standard Class,5757,2,0,1,0.26,6,1161,Newell 344,Office Supplies,Art,Newell
67,Barry Franz,Home Office,CA-2018-103380,11/21/2018,2018,11,Nov,Nov-2018,21,Pasadena,California,West,United States,91104,11/25/2018,2018,11,25,Standard Class,5758,1,0,2,0.26,9,64,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Acco
67,Barry Franz,Home Office,CA-2018-103380,11/21/2018,2018,11,Nov,Nov-2018,21,Pasadena,California,West,United States,91104,11/25/2018,2018,11,25,Standard Class,5759,2,0,4,0.39,9,115,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,Advantus
67,Barry Franz,Home Office,CA-2018-103380,11/21/2018,2018,11,Nov,Nov-2018,21,Pasadena,California,West,United States,91104,11/25/2018,2018,11,25,Standard Class,5760,2,0,15,0.27,57,583,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon
67,Barry Franz,Home Office,CA-2018-103380,11/21/2018,2018,11,Nov,Nov-2018,21,Pasadena,California,West,United States,91104,11/25/2018,2018,11,25,Standard Class,5761,3,0.2,49,0.07,660,1100,Mitel MiVoice 5330e IP Phone,Technology,Phones,Mitel
498,Mark Van Huff,Consumer,CA-2018-103415,12/3/2018,2018,12,Dec,Dec-2018,3,Houston,Texas,Central,United States,77041,12/8/2018,2018,12,8,Standard Class,5762,2,0.6,-14,-1.05,14,1562,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,Furnishings,Tensor
49,Annie Thurman,Consumer,CA-2018-103443,12/17/2018,2018,12,Dec,Dec-2018,17,New York City,New York,East,United States,10009,12/23/2018,2018,12,23,Standard Class,5763,3,0.2,8,0.34,25,722,GBC Wire Binding Combs,Office Supplies,Binders,GBC
49,Annie Thurman,Consumer,CA-2018-103443,12/17/2018,2018,12,Dec,Dec-2018,17,New York City,New York,East,United States,10009,12/23/2018,2018,12,23,Standard Class,5764,2,0,27,0.22,124,507,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,Deflect-o
49,Annie Thurman,Consumer,CA-2018-103443,12/17/2018,2018,12,Dec,Dec-2018,17,New York City,New York,East,United States,10009,12/23/2018,2018,12,23,Standard Class,5765,2,0,42,0.25,167,1388,Safco Steel Mobile File Cart,Office Supplies,Storage,SAFCO
436,Kelly Lampkin,Corporate,CA-2018-103478,7/21/2018,2018,7,Jul,Jul-2018,21,Aurora,Illinois,Central,United States,60505,7/24/2018,2018,7,24,Second Class,5766,4,0.8,-5,-1.6,3,263,Avery Poly Binder Pockets,Office Supplies,Binders,Avery
436,Kelly Lampkin,Corporate,CA-2018-103478,7/21/2018,2018,7,Jul,Jul-2018,21,Aurora,Illinois,Central,United States,60505,7/24/2018,2018,7,24,Second Class,5767,7,0.8,-165,-1.75,94,422,Catalog Binders with Expanding Posts,Office Supplies,Binders,Other
267,Erica Smith,Consumer,CA-2018-103499,11/20/2018,2018,11,Nov,Nov-2018,20,Jackson,Tennessee,South,United States,38301,11/24/2018,2018,11,24,Standard Class,5768,2,0.2,-24,-0.11,210,1209,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,Office Star
468,Lisa Ryan,Corporate,CA-2018-103506,7/23/2018,2018,7,Jul,Jul-2018,23,Long Beach,New York,East,United States,11561,7/27/2018,2018,7,27,Standard Class,5769,4,0,20,0.48,41,233,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,Avery
518,Maya Herman,Corporate,CA-2018-103520,9/23/2018,2018,9,Sep,Sep-2018,23,Lubbock,Texas,Central,United States,79424,9/25/2018,2018,9,25,First Class,5770,2,0.2,3,0.36,9,1690,Xerox 1899,Office Supplies,Paper,Xerox
368,Jessica Myrick,Consumer,CA-2018-103611,9/12/2018,2018,9,Sep,Sep-2018,12,Los Angeles,California,West,United States,90036,9/15/2018,2018,9,15,First Class,5771,2,0,3,0.36,8,577,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,Eldon
353,Jason Gross,Corporate,CA-2018-103765,11/24/2018,2018,11,Nov,Nov-2018,24,Odessa,Texas,Central,United States,79762,11/30/2018,2018,11,30,Standard Class,5772,1,0.8,-25,-1.8,14,815,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,Holmes
643,Robert Dilbeck,Home Office,CA-2018-103877,9/7/2018,2018,9,Sep,Sep-2018,7,Independence,Missouri,Central,United States,64055,9/14/2018,2018,9,14,Standard Class,5773,3,0,757,0.48,1578,682,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,GBC
516,Max Ludwig,Home Office,CA-2018-103968,12/1/2018,2018,12,Dec,Dec-2018,1,Stockton,California,West,United States,95207,12/7/2018,2018,12,7,Standard Class,5774,9,0,107,0.17,630,1534,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,Tenex
218,Debra Catini,Consumer,CA-2018-104003,10/7/2018,2018,10,Oct,Oct-2018,7,San Francisco,California,West,United States,94110,10/13/2018,2018,10,13,Standard Class,5775,2,0.15,-14,-0.05,308,1199,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,O'Sullivan
